index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2767	main-captions	MSRvid	2012test	6243	none	none	The malnourished looking dog is standing on its hind legs and is preparing to jump	A brown dog is jumping in the air	2.9
2768	main-captions	MSRvid	2012test	6246	none	none	A brown dog is sitting down	A malnourished looking dog is standing on its hind legs and preparing to jump	2.5
2769	main-captions	MSRvid	2012test	6248	none	none	The cop is sitting on a police bike	The cop is sitting on a police bicycle	4.8
2770	main-captions	MSRvid	2012test	6249	none	none	The cop is not sitting on a police bike	The cop is sitting on a police bike	3.5
2771	main-captions	MSRvid	2012test	6250	none	none	A policeman is sitting tiredly on a motorcycle	A policeman is sitting on a motorcycle	4.6
2772	main-captions	MSRvid	2012test	6253	none	none	A policeman is sitting tiredly on a motorcycle	The cop is sitting on a police bike	4.1
2773	main-captions	MSRvid	2012test	6258	none	none	A policeman is sitting on a motorcycle	The cop is sitting on a police bike	4.2
2774	main-captions	MSRvid	2012test	6259	none	none	Two women are wearing bikinis on the sandy beach	Two women are wearing bikinis on the beach which is sandy	4.9
2775	main-captions	MSRvid	2012test	6263	none	none	Two women are wearing bikinis on the sandy beach	Two women are wearing bikinis and walking on the sand	4.4
2776	main-captions	MSRvid	2012test	6266	none	none	Two women are wearing bikinis and are walking on the sand	There are no women wearing bikinis on the sandy beach	3.5
2777	main-captions	MSRvid	2012test	6267	none	none	Two women are wearing bikinis and are walking on the sand	Two women are wearing bikinis on the sandy beach	4.3
2778	main-captions	MSRvid	2012test	6272	none	none	A dog with a golden coat is swimming clumsily through the water	A dog is swimming in a lake and the sun is shining on him	3.3
2779	main-captions	MSRvid	2012test	6278	none	none	A black dog is sitting in the grass and keeping its mouth closed	A black dog is running in the grass and its tongue is hanging out	3.6
2780	main-captions	MSRvid	2012test	6286	none	none	A black dog is hanging out in the grass and running with its tongue out	A black dog is running in the grass	4.8
2781	main-captions	MSRvid	2012test	6288	none	none	The cheerleaders are parading and wearing uniforms which are black, pink and white	The cheerleaders are parading and wearing black, pink and white uniforms	4.8
2782	main-captions	MSRvid	2012test	6290	none	none	A large group of cheerleaders is walking in a parade	Many cheerleaders are walking in a parade	4.8
2783	main-captions	MSRvid	2012test	6291	none	none	A large group of cheerleaders is walking in a parade	There is no large group of cheerleaders walking in a parade	4.4
2784	main-captions	MSRvid	2012test	6292	none	none	Many cheerleaders are walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	3.6
2785	main-captions	MSRvid	2012test	6293	none	none	There is no large group of cheerleaders walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	3.7
2786	main-captions	MSRvid	2012test	6295	none	none	A large group of cheerleaders is walking in a parade	The cheerleaders are not parading and are not wearing black, pink and white uniforms	3.5
2787	main-captions	MSRvid	2012test	6297	none	none	The man is sitting outside under a purple umbrella	The man is sitting outdoors under a purple umbrella	5.0
2788	main-captions	MSRvid	2012test	6299	none	none	A shoeless woman is sitting on a blanket under a lavender umbrella	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	4.8
2789	main-captions	MSRvid	2012test	6300	none	none	A shoeless woman is sitting on a blanket under a lavender umbrella	A shoeless woman is standing over a blanket near a lavender umbrella	3.8
2790	main-captions	MSRvid	2012test	6301	none	none	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	The man is sitting outside under a purple umbrella	1.8
2791	main-captions	MSRvid	2012test	6302	none	none	A shoeless woman is standing over a blanket near a lavender umbrella	The man is sitting outside under a purple umbrella	2.835
2792	main-captions	MSRvid	2012test	6305	none	none	A shoeless woman is sitting on a blanket under a lavender umbrella	The man is sitting outside under a purple umbrella	3.0
2793	main-captions	MSRvid	2012test	6306	none	none	The woman is playing with two young boys at a park	A woman is playing with two young boys at a park	5.0
2794	main-captions	MSRvid	2012test	6307	none	none	A woman is playing with two young boys at a park	There is no woman playing with two young boys at a park	4.3
2795	main-captions	MSRvid	2012test	6308	none	none	A lady is standing near three children	A woman is standing near three children	4.9
2796	main-captions	MSRvid	2012test	6309	none	none	A woman is standing near three children	There is no woman standing near three children	3.7
2797	main-captions	MSRvid	2012test	6310	none	none	A woman is playing with two young boys at a park	A lady is standing near three children	3.0
2798	main-captions	MSRvid	2012test	6311	none	none	There is no woman standing near three children	A woman is playing with two young boys at a park	2.7
2799	main-captions	MSRvid	2012test	6313	none	none	A woman is standing near three children	There is no woman playing with two young boys at a park	2.1
2800	main-captions	MSRvid	2012test	6316	none	none	A yellow dog is stopping on white snow on a sunny day	A yellow dog is running on white snow on a sunny day	3.5
2801	main-captions	MSRvid	2012test	6317	none	none	A tan dog is running through the snow	A dog, which is tan, is running through the snow	4.9
2802	main-captions	MSRvid	2012test	6318	none	none	A tan dog is resting in the snow	A tan dog is running through the snow	3.7
2803	main-captions	MSRvid	2012test	6319	none	none	A yellow dog is running on white snow on a sunny day	A dog, which is tan, is running through the snow	3.8
2804	main-captions	MSRvid	2012test	6321	none	none	A yellow dog is running on white snow on a very sunny day	A tan dog is running through the snow	3.0
2805	main-captions	MSRvid	2012test	6326	none	none	A girl is wearing jeans and a pink shirt and is running	A girl is running with a pink shirt and is not wearing jeans	3.9
2806	main-captions	MSRvid	2012test	6327	none	none	The little girl in a pink shirt is running under a tree in the desert	A little girl in a pink shirt is running under a tree in the desert	4.9
2807	main-captions	MSRvid	2012test	6333	none	none	The little girl in a pink shirt is running under a tree in the desert	A girl is running with a pink shirt and is not wearing jeans	3.2
2808	main-captions	MSRvid	2012test	6334	none	none	A girl is wearing jeans and a pink shirt and is running	The little girl in a pink shirt is running under a tree in the desert	3.8
2809	main-captions	MSRvid	2012test	6335	none	none	The white dog wearing reindeer ears is close to a brown dog	The white dog wearing reindeer ears is near a brown dog	4.9
2810	main-captions	MSRvid	2012test	6336	none	none	The white dog wearing reindeer ears is near a brown dog	The white dog is not wearing reindeer ears and isn't near a brown dog	3.6
2811	main-captions	MSRvid	2012test	6337	none	none	The white reindeer wearing dog ears is near a brown reindeer	The white dog wearing reindeer ears is near a brown dog	3.3
2812	main-captions	MSRvid	2012test	6338	none	none	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass	4.5
2813	main-captions	MSRvid	2012test	6342	none	none	The white dog wearing reindeer ears is close to a brown dog	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	4.2
2814	main-captions	MSRvid	2012test	6345	none	none	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	The white dog wearing reindeer ears is near a brown dog	4.4
2815	main-captions	MSRvid	2012test	6346	none	none	A child, who is young, is riding a bike on a rough dirt path	A young child is riding a bike on a rough dirt path	4.9
2816	main-captions	MSRvid	2012test	6347	none	none	A young child is walking with a bike on a rough dirt path	A young child is riding a bike on a rough dirt path	3.7
2817	main-captions	MSRvid	2012test	6348	none	none	The young boy is riding a dirt bike through the mud	A young boy is riding a dirt bike through the mud	4.9
2818	main-captions	MSRvid	2012test	6349	none	none	A young boy is riding a dirt bike through the mud	There is no young boy riding a dirt bike through the mud	3.7
2819	main-captions	MSRvid	2012test	6350	none	none	A young child is riding a bike on a rough dirt path	The young boy is riding a dirt bike through the mud	3.8
2820	main-captions	MSRvid	2012test	6353	none	none	A young child is walking with a bike on a rough dirt path	A young boy is riding a dirt bike through the mud	3.4
2821	main-captions	MSRvid	2012test	6357	none	none	The woman in a red costume is leaning against a wall made of bricks and playing an instrument	The woman in a red costume is leaning against a brick wall and playing an instrument	4.8
2822	main-captions	MSRvid	2012test	6359	none	none	The woman in a red costume is leaning against a wall made of bricks and playing an instrument	A woman in a red dress is playing an instrument	4.0
2823	main-captions	MSRvid	2012test	6360	none	none	The woman in a red costume is not leaning against a brick wall and is not playing an instrument	A woman in a red dress is playing an instrument	3.9
2824	main-captions	MSRvid	2012test	6362	none	none	A woman in a red dress is putting away an instrument	The woman in a red costume is leaning against a brick wall and playing an instrument	3.1
2825	main-captions	MSRvid	2012test	6363	none	none	A woman in a red dress is playing an instrument	The woman in a red costume is leaning against a brick wall and playing an instrument	4.0
2826	main-captions	MSRvid	2012test	6366	none	none	A young child is wearing a white coat and playing a game	A child, who is young, is wearing a white coat and playing a game	4.9
2827	main-captions	MSRvid	2012test	6368	none	none	A young gamer is playing with a child wearing a white coat	A young child is wearing a white coat and playing a game	3.635
2828	main-captions	MSRvid	2012test	6370	none	none	The child is playing with toys outdoors	There is no young child wearing a white coat and playing a game	2.7
2829	main-captions	MSRvid	2012test	6372	none	none	The child is delightedly playing with toys outdoors	A young child is wearing a white coat and playing a game	2.8
2830	main-captions	MSRvid	2012test	6373	none	none	A young child is wearing a white coat and playing a game	The child is playing with toys indoors	3.0
2831	main-captions	MSRvid	2012test	6375	none	none	The man is wearing a wetsuit and is riding a surfboard	The person is wearing a wetsuit and is riding a surfboard	4.5
2832	main-captions	MSRvid	2012test	6377	none	none	A surfer is leaning on a surfboard	The surfer is leaning on a surfboard	5.0
2833	main-captions	MSRvid	2012test	6381	none	none	There is no surfer leaning on a surfboard	The man is wearing a wetsuit and is riding a surfboard	3.0
2834	main-captions	MSRvid	2012test	6382	none	none	A surfer is leaning the surfboard against a wall	The man is wearing a wetsuit and is riding a surfboard	2.6
2835	main-captions	MSRvid	2012test	6385	none	none	The man is wearing a wetsuit and is riding a surfboard	A surfer is leaning on a surfboard	3.4
2836	main-captions	MSRvid	2012test	6386	none	none	A waterfall is flowing calmly into a shallow pool	A waterfall is flowing into a shallow pool	4.5
2837	main-captions	MSRvid	2012test	6387	none	none	A waterfall is flowing out of a shallow pool	A waterfall is flowing into a shallow pool	3.5
2838	main-captions	MSRvid	2012test	6390	none	none	A waterfall is flowing into a shallow pool	The people are walking on the road beside a waterfall, which is beautiful	2.5
2839	main-captions	MSRvid	2012test	6392	none	none	The people are walking on the road beside a beautiful waterfall	A waterfall is flowing calmly into a shallow pool	2.7
2840	main-captions	MSRvid	2012test	6395	none	none	A dog is herding a group of white sheep on a dusty farm	A dog is herding a pack of white sheep on a dusty farm	5.0
2841	main-captions	MSRvid	2012test	6397	none	none	A sheepdog is grouping a herd of sheep	The sheepdog is grouping a herd of sheep	5.0
2842	main-captions	MSRvid	2012test	6402	none	none	A sheepdog is grouping a herd of sheep	A dog is scattering a pack of white sheep on a dusty farm	3.6
2843	main-captions	MSRvid	2012test	6404	none	none	The male, who is dark skinned, is standing on one hand in front of a yellow building	The dark skinned male is standing on one hand in front of a yellow building	5.0
2844	main-captions	MSRvid	2012test	6405	none	none	The dark skinned male is standing on one hand in front of a yellow building	The dark skinned male is not standing on one hand in front of a yellow building	4.0
2845	main-captions	MSRvid	2012test	6407	none	none	A black man is skillfully break dancing on the pavement	A black man is break dancing on the pavement	4.7
2846	main-captions	MSRvid	2012test	6411	none	none	The male, who is dark skinned, is standing on one hand in front of a yellow building	A black man is break dancing on the pavement	2.7
2847	main-captions	MSRvid	2012test	6412	none	none	The dark skinned male is not standing on one hand in front of a yellow building	A black man is break dancing on the pavement	3.0
2848	main-captions	MSRvid	2012test	6417	none	none	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	A bike rider in a black and red uniform is standing on a dirt bike	4.8
2849	main-captions	MSRvid	2012test	6419	none	none	A bike rider in a black and red uniform is standing on a dirt bike	A black bike rider in a red bike uniform is standing in the dirt	3.7
2850	main-captions	MSRvid	2012test	6420	none	none	A person is riding a bike	A person who rides bikes, in a black and red uniform, is standing on a dirt bike	3.0
2851	main-captions	MSRvid	2012test	6421	none	none	A bike rider in a black and red uniform is jumping down off a dirt bike	A person is riding a bike	3.8
2852	main-captions	MSRvid	2012test	6423	none	none	A bike is being ridden by a person	A bike rider in a black and red uniform is standing on a dirt bike	3.4
2853	main-captions	MSRvid	2012test	6424	none	none	There is no person riding a bike	A bike rider in a black and red uniform is standing on a dirt bike	3.5
2854	main-captions	MSRvid	2012test	6426	none	none	A man in a purple suit is standing by a purple case and is playing a guitar	A man in a purple colored suit is standing by a purple case and is playing a guitar	4.9
2855	main-captions	MSRvid	2012test	6429	none	none	The man is playing the guitar and has the guitar case open for donations	The man is putting away the guitar in the guitar case	2.9
2856	main-captions	MSRvid	2012test	6432	none	none	A man in a purple suit is standing by a purple case and is playing a guitar	The man is putting away the guitar in the guitar case	3.4
2857	main-captions	MSRvid	2012test	6434	none	none	A man in a purple colored suit is standing by a purple case and is playing a guitar	The man is playing the guitar and has the guitar case open for donations	3.7
2858	main-captions	MSRvid	2012test	6443	none	none	A couple is sitting on a patio and looking at the ocean	Some adults are sitting in the chairs and are watching the ocean	4.0
2859	main-captions	MSRvid	2012test	6444	none	none	Nobody is sitting in the chairs and watching the ocean	A couple is sitting on a patio and looking at the ocean	3.0
2860	main-captions	MSRvid	2012test	6447	none	none	A small boy in a yellow shirt is laughing on the beach	There is no small boy in a yellow shirt laughing on the beach	2.3
2861	main-captions	MSRvid	2012test	6448	none	none	The little boy is wearing a yellow tank top and is laughing	A little boy is wearing a yellow tank top and is laughing	5.0
2862	main-captions	MSRvid	2012test	6452	none	none	A small boy in a yellow shirt is laughing on the beach	A little boy is topless and is serious	2.6
2863	main-captions	MSRvid	2012test	6454	none	none	A small boy in a shirt, which is yellow, is laughing on the beach	A little boy is wearing a yellow tank top and is laughing	4.265
2864	main-captions	MSRvid	2012test	6458	none	none	The orange rescue boat is not rushing across the water	The orange rescue boat is rushing across the water	3.2
2865	main-captions	MSRvid	2012test	6460	none	none	Two men are riding an orange raft on the shore	Two men are getting off of an orange raft on the shore	4.2
2866	main-captions	MSRvid	2012test	6463	none	none	Two men are getting off of an orange raft on the shore	The orange rescue boat is rushing across the water	3.0
2867	main-captions	MSRvid	2012test	6467	none	none	Two men are riding an orange raft on the shore	The orange rescue boat is rushing across the water	3.4
2868	main-captions	MSRvid	2012test	6468	none	none	A dog with really long hair and a red vest is running in the grass	A dog with long hair and a red vest is running in the grass	4.7
2869	main-captions	MSRvid	2012test	6469	none	none	A dog with long hair and a red vest is sitting in the grass	A dog with long hair and a red vest is running in the grass	4.1
2870	main-captions	MSRvid	2012test	6470	none	none	The dog in the dyed red vest is running in the field	The dog in the red vest is running in the field	4.5
2871	main-captions	MSRvid	2012test	6471	none	none	The dog in the red vest is not running in the field	The dog in the red vest is running in the field	3.7
2872	main-captions	MSRvid	2012test	6477	none	none	A person is standing in a vast field of glacial ice	One person is standing in a vast field of glacial ice	4.8
2873	main-captions	MSRvid	2012test	6478	none	none	A person is standing in a vast field of glacial ice	There is no person standing in a vast field of glacial ice	3.1
2874	main-captions	MSRvid	2012test	6480	none	none	The person is not standing on white ice	The person is standing on white ice	3.6
2875	main-captions	MSRvid	2012test	6488	none	none	A woman is swiftly snowboarding down an incline and another woman is standing behind her	A woman is snowboarding down an incline and another woman is standing behind her	4.9
2876	main-captions	MSRvid	2012test	6489	none	none	A woman is snowboarding down an incline and another woman is standing behind her	There is no woman snowboarding down an incline and there is no other woman standing behind her	4.3
2877	main-captions	MSRvid	2012test	6491	none	none	A blond boy is sliding down a sand dune on a skateboard	There is no woman snowboarding down an incline and there is no other woman standing behind her	2.0
2878	main-captions	MSRvid	2012test	6495	none	none	The man is taking a picture of himself and another guy	A picture of himself and another guy is being taken by the man	4.4
2879	main-captions	MSRvid	2012test	6496	none	none	The man is not taking a picture of himself and another guy	The man is taking a picture of himself and another guy	3.7
2880	main-captions	MSRvid	2012test	6497	none	none	A man is holding up an electronic device	A person is holding up an electronic device	4.5
2881	main-captions	MSRvid	2012test	6499	none	none	An electronic man is held as a device	A man is holding up an electronic device	2.5
2882	main-captions	MSRvid	2012test	6500	none	none	The man is taking a picture of himself and another guy	A person is holding up an electronic device	3.1
2883	main-captions	MSRvid	2012test	6506	none	none	A little black dog is chasing a little brown dog	A dog, which is little and black, is chasing a little brown dog	4.8
2884	main-captions	MSRvid	2012test	6508	none	none	The brown dog and the black dog are in the grass	A brown dog and a black dog are in the grass	4.9
2885	main-captions	MSRvid	2012test	6510	none	none	The brown dog and the black dog are in the grass	A little black dog is chasing a little brown dog	3.2
2886	main-captions	MSRvid	2012test	6511	none	none	A brown dog and a black dog are far from the grass	A little black dog is chasing a little brown dog	2.5
2887	main-captions	MSRvid	2012test	6513	none	none	There is no little black dog chasing a little brown dog	A brown dog and a black dog are in the grass	3.3
2888	main-captions	MSRvid	2012test	6514	none	none	A little black dog is chasing a little brown dog	A brown dog and a black dog are in the grass	3.4
2889	main-captions	MSRvid	2012test	6517	none	none	A girl is surrounding brown dressed children who are closing the eyes	A girl in a brown dress is being surrounded by children and is closing her eyes	3.9
2890	main-captions	MSRvid	2012test	6521	none	none	A girl in a brown dress is being surrounded by children and is closing her eyes	The sun is not shining on the face of the girl who is in a yellow dress	1.9
2891	main-captions	MSRvid	2012test	6527	none	none	Women are not wearing bunny ears and race numbers and are not pointing at something in the distance	Women are wearing bunny ears and race numbers and are pointing at something in the distance	3.7
2892	main-captions	MSRvid	2012test	6529	none	none	Several women are wearing pink bunny ears and are pointing to the right	Several women are taking off pink bunny ears and are pointing to the left	3.6
2893	main-captions	MSRvid	2012test	6531	none	none	Women are wearing bunny ears and race numbers and are pointing at something in the distance	A group of women are wearing pink bunny ears and are pointing to the right	3.9
2894	main-captions	MSRvid	2012test	6532	none	none	Several women are taking off pink bunny ears and are pointing to the left	Women are wearing bunny ears and race numbers and are pointing at something in the distance	3.4
2895	main-captions	MSRvid	2012test	6535	none	none	Several women are wearing pink bunny ears and are pointing to the right	Women are not wearing bunny ears and race numbers and are not pointing at something in the distance	3.4
2896	main-captions	MSRvid	2012test	6536	none	none	Women are wearing bunny ears and race numbers and are pointing at something in the distance	Several women are wearing pink bunny ears and are pointing to the right	3.8
2897	main-captions	MSRvid	2012test	6540	none	none	The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal	The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal	3.3
2898	main-captions	MSRvid	2012test	6543	none	none	The goal is being guarded by a hockey player in a yellow jersey	The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal	4.9
2899	main-captions	MSRvid	2012test	6546	none	none	A child, who looks young, is standing in front of some trees	A young child is standing in front of some trees	4.9
2900	main-captions	MSRvid	2012test	6548	none	none	The small boy is standing in the forest	A small boy is standing in the forest	5.0
2901	main-captions	MSRvid	2012test	6549	none	none	A small boy is standing in the forest	A small boy is sitting in the forest	3.5
2902	main-captions	MSRvid	2012test	6550	none	none	The small boy is standing in the forest	A young child is standing in front of some trees	4.0
2903	main-captions	MSRvid	2012test	6552	none	none	A child, who looks young, is standing in front of some trees	A small boy is standing in the forest	3.6
2904	main-captions	MSRvid	2012test	6554	none	none	A small boy is standing in the forest	A young child is standing in front of some trees	3.7
2905	main-captions	MSRvid	2012test	6555	none	none	Two people are looking at a statue made of gold	Two people are looking at a gold statue	4.5
2906	main-captions	MSRvid	2012test	6557	none	none	Two young men are cheerfully playing outside near a golden statue	Two young men are playing outside near a golden statue	4.4
2907	main-captions	MSRvid	2012test	6558	none	none	Two young men are sitting outside near a golden statue	Two young men are playing outside near a golden statue	3.7
2908	main-captions	MSRvid	2012test	6559	none	none	Two young men are cheerfully playing outside near a golden statue	Two people are looking at a gold statue	3.2
2909	main-captions	MSRvid	2012test	6563	none	none	Two people are looking at a gold statue	Two young men are playing outside near a golden statue	3.3
2910	main-captions	MSRvid	2012test	6565	none	none	The bicyclist is riding on a city street	The bicyclist is not riding on a city street	4.2
2911	main-captions	MSRvid	2012test	6566	none	none	The woman is wearing a blue helmet and is riding a bicycle in a parking lot	A woman is wearing a blue helmet and is riding a bicycle in a parking lot	5.0
2912	main-captions	MSRvid	2012test	6567	none	none	A woman is wearing a blue helmet and is riding a bicycle in a parking lot	There is no woman wearing a blue helmet and riding a bicycle in a parking lot	2.5
2913	main-captions	MSRvid	2012test	6569	none	none	The woman is wearing a blue helmet and is riding a bicycle in a parking lot	The bicyclist is riding on a city street	2.615
2914	main-captions	MSRvid	2012test	6572	none	none	A woman is wearing a blue helmet and is riding a bicycle in a parking lot	The bicyclist is speeding on a city street	3.2
2915	main-captions	MSRvid	2012test	6575	none	none	A pet dog is standing on the bank and is looking at another dog, which is brown, in the pond	A pet dog is standing on the bank and is looking at another brown dog in the pond	4.7
2916	main-captions	MSRvid	2012test	6576	none	none	A pet dog is standing on the bank and is looking at another brown dog in the pond	There is no pet dog standing on the bank and looking at another brown dog in the pond	4.5
2917	main-captions	MSRvid	2012test	6578	none	none	The tan dog is watching a brown dog that is swimming in a pond	The tan dog is not watching a brown dog that is swimming in a pond	3.7
2918	main-captions	MSRvid	2012test	6579	none	none	The tan dog is watching a brown dog that is swimming in a pond	A pet dog is standing on the bank and is looking at another brown dog in the pond	4.3
2919	main-captions	MSRvid	2012test	6580	none	none	The tan dog is not watching a brown dog that is swimming in a pond	A pet dog is standing on the bank and is looking at another brown dog in the pond	3.3
2920	main-captions	MSRvid	2012test	6582	none	none	The tan dog is watching a brown dog that is swimming in a pond	There is no pet dog standing on the bank and looking at another brown dog in the pond	2.5
2921	main-captions	MSRvid	2012test	6584	none	none	A young female is dancing	A young girl is dancing	4.7
2922	main-captions	MSRvid	2012test	6588	none	none	A young girl is dancing	A young girl is standing challengingly on one leg	2.9
2923	main-captions	MSRvid	2012test	6589	none	none	A young girl is dancing	A young girl is standing on both legs	3.2
2924	main-captions	MSRvid	2012test	6591	none	none	A young girl is standing on one leg	A young girl is standing still	4.0
2925	main-captions	MSRvid	2012test	6593	none	none	A bee is clinging to a yellow flower	A yellow flower is being clung to by a bee	4.6
2926	main-captions	MSRvid	2012test	6595	none	none	The small bee is landing on a bunch of yellow flowers	A small bee is landing on a bunch of yellow flowers	4.9
2927	main-captions	MSRvid	2012test	6597	none	none	The small bee is landing on a bunch of yellow flowers	A bee is clinging to a yellow flower	3.6
2928	main-captions	MSRvid	2012test	6599	none	none	A small bee is landing on a bunch of yellow flowers	A yellow flower is being clung to by a bee	3.8
2929	main-captions	MSRvid	2012test	6600	none	none	A bee is taking off from a yellow flower	A small bee is landing on a bunch of yellow flowers	2.6
2930	main-captions	MSRvid	2012test	6603	none	none	Nobody is treading through the snow of the beautiful snowy landscape	Some people are treading through the snow of the beautiful snowy landscape	3.7
2931	main-captions	MSRvid	2012test	6604	none	none	Four people are difficultly walking with difficulty across thick snow and the sun is setting	Four people are walking across thick snow and the sun is setting	4.6
2932	main-captions	MSRvid	2012test	6605	none	none	Four people are walking across thick snow and the sun is setting	Four people are standing in thick snow and the sun is rising	3.5
2933	main-captions	MSRvid	2012test	6606	none	none	Four people are difficultly walking with difficulty across thick snow and the sun is setting	Some people are treading through the snow of the beautiful snowy landscape	3.3
2934	main-captions	MSRvid	2012test	6607	none	none	Some people are treading through the snow of the beautiful snowy landscape	Four people are standing in thick snow and the sun is rising	2.9
2935	main-captions	MSRvid	2012test	6610	none	none	Four people are walking across thick snow and the sun is setting	Some people are treading through the snow of the beautiful snowy landscape	3.9
2936	main-captions	MSRvid	2012test	6614	none	none	Four boys are kneeling next to each other in front of a ball	There are no boys kneeling next to each other in front of a ball	4.3
2937	main-captions	MSRvid	2012test	6615	none	none	Some boys are kneeling next to each other in front of a ball	The young boys are posing with a green soccer ball in a park	3.9
2938	main-captions	MSRvid	2012test	6617	none	none	The young kids are posing with a green soccer ball in a park	Four boys are kneeling next to each other in front of a ball	2.9
2939	main-captions	MSRvid	2012test	6618	none	none	Four boys are kneeling next to each other in front of a ball	The young boys are not posing with a green soccer ball in a park	3.0
2940	main-captions	MSRvid	2012test	6619	none	none	The young boys are posing with a green soccer ball in a park	Four boys are kneeling next to each other in front of a ball	3.5
2941	main-captions	MSRvid	2012test	6620	none	none	A tan dog is running through the brush	A dog, which is tan, is running through the brush	5.0
2942	main-captions	MSRvid	2012test	6626	none	none	A white dog with beige spots is running through a field	A dog, which is tan, is running through the brush	2.9
2943	main-captions	MSRvid	2012test	6631	none	none	A horse and its rider are leaping over a barrier	The horse is leaping over the rider at the barrier	3.5
2944	main-captions	MSRvid	2012test	6632	none	none	A hurdle is being leapt by a horse that has a rider on its back	A horse is leaping a hurdle and has a rider on its back	4.9
2945	main-captions	MSRvid	2012test	6635	none	none	A horse with no rider is falling over a hurdle	A horse and its rider are leaping over a barrier	3.1
2946	main-captions	MSRvid	2012test	6638	none	none	A horse is leaping a hurdle and has a rider on its back	The horse is leaping over the rider at the barrier	3.1
2947	main-captions	MSRvid	2012test	6640	none	none	Some football players in red and white are jumping and hugging	Football players in red and white are jumping and hugging each other	4.8
2948	main-captions	MSRvid	2012test	6644	none	none	Two teammates are lifting a football player in a red and white uniform	Football players in red and white are jumping and hugging each other	3.7
2949	main-captions	MSRvid	2012test	6646	none	none	A football player in a red and white uniform is being lifted by two teammates	Some football players in red and white are jumping and hugging	3.7
2950	main-captions	MSRvid	2012test	6647	none	none	A football player in a red and white uniform is being lifted by two teammates	There are no football players in red and white jumping and hugging each other	3.3
2951	main-captions	MSRvid	2012test	6648	none	none	Football players in red and white are jumping and hugging each other	A football player in a red and white uniform is being lifted by two teammates	3.8
2952	main-captions	MSRvid	2012test	6656	none	none	A white woman is standing on a woman dressed in blue on a stage	Two teenage girls are wearing fancy dresses at an event	1.6
2953	main-captions	MSRvid	2012test	6657	none	none	A woman in a white dress and a woman in a blue dress are standing on a stage	Two girls in their teens are wearing fancy dresses at an event	2.6
2954	main-captions	MSRvid	2012test	6658	none	none	Two old ladies are wearing worn dresses at home	A woman in a white dress and a woman in a blue dress are standing on a stage	2.6
2955	main-captions	MSRvid	2012test	6659	none	none	A woman in a white dress and a woman in a blue dress are standing on a stage	Two teenage girls are wearing fancy dresses at an event	2.3
2956	main-captions	MSRvid	2012test	6664	none	none	Two women with folded arms, who are young, are looking at the screen	Two women with black hair are standing in front of a plywood wall	2.5
2957	main-captions	MSRvid	2012test	6665	none	none	Two women with black hair are standing in front of a plywood wall	Two young women with folded arms are looking away from the screen	2.0
2958	main-captions	MSRvid	2012test	6669	none	none	A group of students in uniforms is listening attentively at the front of the class	Some students in uniforms are listening attentively at the front of the class	4.8
2959	main-captions	MSRvid	2012test	6670	none	none	A group of students in uniforms is listening attentively at the front of the class	A group of students in uniforms is ignoring the front of the class	3.2
2960	main-captions	MSRvid	2012test	6671	none	none	A classroom full of students is looking in the same direction inside a bamboo structure	A classroom full of students is looking attentively in the same direction inside a bamboo structure	4.8
2961	main-captions	MSRvid	2012test	6674	none	none	There is no classroom full of students looking in the same direction inside a bamboo structure	A group of students in uniforms is listening attentively at the front of the class	2.6
2962	main-captions	MSRvid	2012test	6675	none	none	Some students in uniforms are listening attentively at the front of the class	A classroom full of students is looking in the same direction inside a bamboo structure	3.0
2963	main-captions	MSRvid	2012test	6678	none	none	A boy is jumping off a platform and two other boys are standing and watching	A boy is jumping off a platform and two other boys are standing and staring at him	4.8
2964	main-captions	MSRvid	2012test	6683	none	none	A boy is jumping off a platform and two other boys are standing and watching	Nobody is jumping off a platform	3.4
2965	main-captions	MSRvid	2012test	6684	none	none	Three boys are jumping off a platform	A boy is jumping off a platform and two other boys are standing and staring at him	3.7
2966	main-captions	MSRvid	2012test	6687	none	none	A group of kids is playing on a structure which is colorful	A group of kids is playing on a colorful structure	5.0
2967	main-captions	MSRvid	2012test	6688	none	none	A group of kids is staring at a colorful structure	A group of kids is playing on a colorful structure	2.9
2968	main-captions	MSRvid	2012test	6692	none	none	A group of kids is playing on a colorful structure	There is no one climbing on the grotto with a pink interior	1.8
2969	main-captions	MSRvid	2012test	6694	none	none	A group of kids is staring at a colorful structure	Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior	2.5
2970	main-captions	MSRvid	2012test	6695	none	none	Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior	A group of kids is playing on a colorful structure	3.8
